timestamp,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13,node14,node15
07/08/2022 01:40,3.4000000000000004,3.0,4.2,7.800000000000001,7.2,7.800000000000001,12.600000000000001,13.0,13.0,15.600000000000001,18.2,17.0,13.0,14.0,12.600000000000001
07/08/2022 01:41,3.0,3.8000000000000003,2.6,7.0,8.200000000000001,4.2,13.8,11.4,12.600000000000001,18.2,17.400000000000002,17.400000000000002,13.200000000000001,12.0,17.2
07/08/2022 01:42,3.8000000000000003,2.8000000000000003,2.4000000000000004,7.0,7.800000000000001,7.6000000000000005,11.600000000000001,14.0,10.0,17.400000000000002,16.400000000000002,17.0,63.0,71.0,99.0
07/08/2022 01:43,3.8000000000000003,2.2,5.2,7.2,7.4,8.0,12.600000000000001,11.8,14.200000000000001,18.2,16.8,17.6,68.0,74.0,91.0
07/08/2022 01:44,3.8000000000000003,3.0,3.2,8.4,8.200000000000001,8.4,13.600000000000001,12.8,13.200000000000001,18.2,16.400000000000002,17.0,79.0,82.0,88.0
07/08/2022 01:45,3.2,4.2,2.4000000000000004,11.600000000000001,8.4,7.6000000000000005,11.600000000000001,13.600000000000001,13.4,17.2,16.400000000000002,18.2,91.0,99.0,56.0
07/08/2022 01:46,2.2,2.2,3.2,8.4,7.800000000000001,7.6000000000000005,11.4,13.8,11.8,16.6,17.400000000000002,18.0,73.0,74.0,88.0
07/08/2022 01:47,3.2,2.2,2.0,42.0,58.0,39.0,15.200000000000001,11.600000000000001,14.0,17.6,17.8,16.6,69.0,70.0,56.0
07/08/2022 01:48,3.4000000000000004,3.8000000000000003,2.4000000000000004,37.0,37.0,38.0,13.8,13.4,12.4,17.6,17.0,16.8,99.0,79.0,69.0
07/08/2022 01:49,2.2,4.0,3.0,57.0,39.0,36.0,14.200000000000001,11.8,11.8,17.8,17.0,17.0,63.0,86.0,83.0
07/08/2022 01:50,20.0,27.0,7.0,20.0,39.0,37.0,11.600000000000001,13.0,14.0,17.8,16.8,17.2,83.0,94.0,90.0
07/08/2022 01:51,11.0,19.0,14.0,40.0,39.0,42.0,13.200000000000001,14.200000000000001,14.200000000000001,18.2,18.0,16.400000000000002,89.0,77.0,65.0
07/08/2022 01:52,18.0,15.0,18.0,42.0,38.0,42.0,12.8,12.4,11.600000000000001,18.0,17.400000000000002,17.400000000000002,77.0,83.0,77.0
07/08/2022 01:53,25.0,19.0,15.0,39.0,36.0,35.0,13.0,14.0,11.600000000000001,16.0,19.6,17.6,74.0,66.0,70.0
07/08/2022 01:54,17.0,26.0,12.0,42.0,39.0,41.0,11.8,13.4,12.4,17.8,16.8,16.8,61.0,60.0,69.0
07/08/2022 01:55,14.0,10.0,20.0,35.0,36.0,36.0,66.0,70.0,57.0,17.0,16.6,18.2,62.0,79.0,91.0
07/08/2022 01:56,27.0,19.0,14.0,39.0,39.0,37.0,62.0,61.0,69.0,17.2,17.400000000000002,17.2,71.0,70.0,87.0
07/08/2022 01:57,6.0,6.0,18.0,40.0,37.0,42.0,59.0,58.0,59.0,17.2,19.6,15.600000000000001,83.0,99.0,91.0
07/08/2022 01:58,19.0,21.0,20.0,41.0,36.0,35.0,63.0,71.0,65.0,17.2,17.8,18.2,87.0,77.0,77.0
07/08/2022 01:59,12.0,15.0,12.0,35.0,58.0,40.0,69.0,69.0,60.0,18.0,18.0,17.0,55.0,94.0,82.0
07/08/2022 02:00,13.0,5.0,13.0,22.0,42.0,36.0,58.0,70.0,65.0,17.6,16.6,16.8,75.0,90.0,93.0
07/08/2022 02:01,11.0,17.0,10.0,39.0,38.0,21.0,65.0,71.0,62.0,18.0,18.0,16.400000000000002,91.0,83.0,86.0
07/08/2022 02:02,21.0,17.0,15.0,38.0,36.0,58.0,62.0,65.0,63.0,18.0,16.400000000000002,18.0,88.0,83.0,77.0
07/08/2022 02:03,14.0,19.0,21.0,39.0,40.0,38.0,60.0,67.0,70.0,17.0,16.400000000000002,16.400000000000002,70.0,68.0,70.0
07/08/2022 02:04,15.0,21.0,14.0,39.0,38.0,39.0,66.0,64.0,63.0,16.8,17.6,16.6,89.0,73.0,95.0
07/08/2022 02:05,20.0,18.0,19.0,58.0,38.0,41.0,59.0,66.0,61.0,16.6,17.6,17.0,64.0,63.0,68.0
07/08/2022 02:06,20.0,10.0,21.0,36.0,42.0,35.0,71.0,60.0,78.0,17.400000000000002,16.6,17.6,60.0,93.0,80.0
07/08/2022 02:07,15.0,20.0,17.0,20.0,42.0,38.0,59.0,61.0,59.0,17.400000000000002,17.2,17.2,90.0,64.0,84.0
07/08/2022 02:08,10.0,15.0,16.0,41.0,40.0,41.0,64.0,61.0,61.0,16.6,16.400000000000002,17.2,76.0,86.0,67.0
07/08/2022 02:09,10.0,20.0,14.0,38.0,41.0,39.0,57.0,63.0,61.0,17.2,15.8,17.2,95.0,66.0,69.0
07/08/2022 02:10,7.0,16.0,15.0,39.0,35.0,36.0,64.0,66.0,62.0,78.0,89.0,98.0,74.0,67.0,67.0
07/08/2022 02:11,12.0,12.0,10.0,37.0,57.0,42.0,59.0,58.0,71.0,89.0,86.0,89.0,90.0,70.0,98.0
07/08/2022 02:12,10.0,15.0,15.0,35.0,42.0,37.0,58.0,60.0,67.0,85.0,91.0,90.0,89.0,82.0,77.0
07/08/2022 02:13,15.0,18.0,15.0,40.0,35.0,35.0,77.0,60.0,65.0,83.0,82.0,87.0,56.0,86.0,87.0
07/08/2022 02:14,5.0,15.0,20.0,39.0,40.0,57.0,59.0,62.0,51.0,89.0,85.0,88.0,55.0,80.0,85.0
07/08/2022 02:15,12.0,13.0,14.0,37.0,38.0,40.0,78.0,67.0,63.0,90.0,91.0,86.0,83.0,64.0,72.0
07/08/2022 02:16,11.0,20.0,21.0,20.0,41.0,57.0,65.0,60.0,65.0,90.0,84.0,97.0,92.0,86.0,85.0
07/08/2022 02:17,21.0,12.0,19.0,40.0,39.0,36.0,69.0,64.0,58.0,86.0,91.0,85.0,81.0,72.0,93.0
07/08/2022 02:18,13.0,13.0,16.0,40.0,42.0,40.0,61.0,67.0,61.0,85.0,89.0,87.0,85.0,94.0,72.0
07/08/2022 02:19,18.0,17.0,12.0,39.0,42.0,36.0,70.0,61.0,68.0,82.0,84.0,85.0,86.0,77.0,91.0
07/08/2022 02:20,14.0,11.0,15.0,39.0,40.0,36.0,66.0,59.0,59.0,91.0,87.0,87.0,70.0,92.0,87.0
