timestamp,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13,node14,node15
07/08/2022 01:40,2.4000000000000004,2.0,2.2,2.2,2.4000000000000004,2.0,6.0,7.6000000000000005,7.0,11.8,8.4,10.200000000000001,1.2000000000000002,1.0,1.4000000000000001
07/08/2022 01:41,2.0,1.4000000000000001,2.6,2.0,3.4000000000000004,3.0,5.800000000000001,7.0,7.0,10.4,9.200000000000001,10.600000000000001,3.4000000000000004,1.0,3.6
07/08/2022 01:42,1.8,2.0,1.0,2.4000000000000004,3.2,3.4000000000000004,8.4,9.200000000000001,7.800000000000001,10.600000000000001,10.0,11.0,6.0,6.0,5.0
07/08/2022 01:43,1.2000000000000002,3.4000000000000004,3.2,4.800000000000001,3.0,2.8000000000000003,9.0,8.6,8.4,8.200000000000001,11.8,8.6,16.0,5.0,5.0
07/08/2022 01:44,2.2,1.4000000000000001,1.0,3.6,2.0,2.2,9.200000000000001,7.800000000000001,7.4,10.8,10.0,4.0,7.0,7.0,16.0
07/08/2022 01:45,1.0,0.6000000000000001,0.2,3.6,2.8000000000000003,2.4000000000000004,7.4,9.8,11.4,3.8000000000000003,9.4,8.200000000000001,5.0,5.0,6.0
07/08/2022 01:46,2.2,2.4000000000000004,2.6,3.0,3.4000000000000004,2.4000000000000004,8.0,7.0,7.0,11.0,8.6,4.0,6.0,5.0,6.0
07/08/2022 01:47,2.2,2.6,2.2,14.0,13.0,15.0,8.4,11.4,7.800000000000001,10.8,10.4,8.6,6.0,6.0,5.0
07/08/2022 01:48,0.2,1.8,1.6,15.0,16.0,7.0,5.6000000000000005,10.0,7.4,11.0,9.200000000000001,8.200000000000001,7.0,6.0,5.0
07/08/2022 01:49,2.4000000000000004,1.6,3.0,26.0,11.0,18.0,7.6000000000000005,7.2,8.6,10.200000000000001,9.4,9.4,5.0,5.0,5.0
07/08/2022 01:50,6.0,10.0,12.0,12.0,8.0,10.0,7.800000000000001,9.200000000000001,9.600000000000001,9.8,10.600000000000001,8.6,6.0,5.0,5.0
07/08/2022 01:51,9.0,6.0,16.0,12.0,12.0,11.0,8.4,7.800000000000001,9.0,4.2,11.0,8.0,7.0,7.0,7.0
07/08/2022 01:52,12.0,12.0,9.0,13.0,6.0,10.0,11.600000000000001,7.2,8.8,10.0,11.0,10.8,6.0,6.0,6.0
